user_id,churn_probability,risk_segment,session_count,last_login_days,monthly_spend,features_used,payment_failures,plan_type,actual_churn,recommended_action,priority
2478,0.22063765,Moderate,17,12,499,2,0,Premium,1,Product education campaign,P3 - Medium
4283,0.21975216,Moderate,7,8,499,3,2,Premium,0,Product education campaign,P3 - Medium
4904,0.21914655,Moderate,15,14,299,1,0,Basic,0,Feature discovery campaign,P3 - Medium
1418,0.2169777,Moderate,6,5,299,3,0,Basic,0,Product education campaign,P3 - Medium
4603,0.21590552,Moderate,17,3,499,8,1,Premium,1,Product education campaign,P3 - Medium
586,0.21539503,Moderate,17,12,499,4,0,Premium,1,Product education campaign,P3 - Medium
1898,0.21536909,Moderate,10,3,299,3,0,Basic,0,Product education campaign,P3 - Medium
3138,0.21519218,Moderate,9,7,499,6,1,Premium,0,Product education campaign,P3 - Medium
4880,0.21482305,Moderate,24,0,0,6,1,Free,0,Product education campaign,P3 - Medium
2572,0.21450159,Moderate,15,14,299,7,0,Basic,0,Feature discovery campaign,P3 - Medium
279,0.21374494,Moderate,31,2,0,5,0,Free,0,Product education campaign,P3 - Medium
681,0.2125685,Moderate,7,7,299,1,0,Basic,0,Product education campaign,P3 - Medium
2993,0.2115704,Moderate,15,7,299,2,0,Basic,0,Product education campaign,P3 - Medium
780,0.20992585,Moderate,6,4,299,2,0,Basic,0,Product education campaign,P3 - Medium
3077,0.20992096,Moderate,11,6,299,4,0,Basic,1,Product education campaign,P3 - Medium
21,0.20943367,Moderate,14,9,0,1,1,Free,0,Product education campaign,P3 - Medium
3807,0.20929147,Moderate,8,6,499,7,1,Premium,0,Product education campaign,P3 - Medium
1424,0.2092799,Moderate,19,6,299,2,1,Basic,0,Product education campaign,P3 - Medium
3210,0.20909321,Moderate,16,9,0,2,0,Free,1,Product education campaign,P3 - Medium
2167,0.20909321,Moderate,16,9,0,2,0,Free,0,Product education campaign,P3 - Medium
4114,0.20880029,Moderate,15,5,0,5,1,Free,0,Product education campaign,P3 - Medium
2518,0.20856054,Moderate,36,0,0,7,0,Free,0,Product education campaign,P3 - Medium
2118,0.20834325,Moderate,15,7,0,8,1,Free,0,Product education campaign,P3 - Medium
3008,0.20794049,Moderate,11,3,0,7,0,Free,0,Product education campaign,P3 - Medium
2314,0.20629625,Moderate,19,8,299,3,0,Basic,1,Product education campaign,P3 - Medium
52,0.2049455,Moderate,14,5,299,4,0,Basic,0,Product education campaign,P3 - Medium
3233,0.20413902,Moderate,11,7,299,1,0,Basic,0,Product education campaign,P3 - Medium
762,0.20401411,Moderate,32,2,0,6,0,Free,0,Product education campaign,P3 - Medium
1175,0.20399271,Moderate,16,3,499,5,2,Premium,0,Product education campaign,P3 - Medium
4273,0.20312786,Moderate,18,5,299,1,0,Basic,1,Product education campaign,P3 - Medium
1482,0.20307527,Moderate,15,5,299,2,0,Basic,0,Product education campaign,P3 - Medium
3922,0.20304032,Moderate,7,14,299,4,0,Basic,1,Feature discovery campaign,P3 - Medium
2234,0.20296817,Moderate,11,9,299,4,0,Basic,0,Product education campaign,P3 - Medium
3524,0.20292139,Moderate,13,8,299,1,0,Basic,0,Product education campaign,P3 - Medium
1510,0.1999155,Healthy,8,11,499,6,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
4242,0.19959421,Healthy,6,3,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1239,0.19910301,Healthy,32,7,0,7,0,Free,0,Monitor engagement,P4 - Monitor
2258,0.19910301,Healthy,32,7,0,7,0,Free,0,Monitor engagement,P4 - Monitor
180,0.19785373,Healthy,32,0,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1502,0.19675419,Healthy,7,15,0,4,0,Free,1,Monitor engagement,P4 - Monitor
4030,0.19643778,Healthy,8,14,0,8,1,Free,0,Monitor engagement,P4 - Monitor
1530,0.19394973,Healthy,17,3,0,6,1,Free,0,Monitor engagement,P4 - Monitor
1205,0.19341846,Healthy,8,9,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2065,0.19319709,Healthy,8,12,299,3,3,Basic,0,Monitor engagement,P4 - Monitor
723,0.19212492,Healthy,31,7,499,1,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4192,0.19193508,Healthy,32,0,0,6,0,Free,0,Monitor engagement,P4 - Monitor
392,0.19180234,Healthy,13,5,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
809,0.19134918,Healthy,28,7,499,1,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3470,0.19131926,Healthy,36,1,0,7,0,Free,0,Monitor engagement,P4 - Monitor
898,0.19107936,Healthy,17,4,299,4,1,Basic,1,Monitor engagement,P4 - Monitor
458,0.1894277,Healthy,16,6,0,7,0,Free,0,Monitor engagement,P4 - Monitor
4996,0.18918405,Healthy,19,7,299,2,0,Basic,1,Monitor engagement,P4 - Monitor
4666,0.18569687,Healthy,19,9,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1930,0.18545252,Healthy,18,4,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
1928,0.18435907,Healthy,16,5,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
4093,0.18366186,Healthy,6,9,0,1,0,Free,1,Monitor engagement,P4 - Monitor
1251,0.18319651,Healthy,9,8,0,1,0,Free,1,Monitor engagement,P4 - Monitor
3865,0.18287857,Healthy,6,3,499,1,1,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
2977,0.18261383,Healthy,14,8,0,7,0,Free,0,Monitor engagement,P4 - Monitor
3616,0.18245453,Healthy,9,4,0,3,0,Free,1,Monitor engagement,P4 - Monitor
3076,0.18243822,Healthy,11,6,0,1,0,Free,1,Monitor engagement,P4 - Monitor
1874,0.18179768,Healthy,11,8,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
4024,0.1813077,Healthy,11,9,499,2,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2698,0.17987956,Healthy,6,6,299,6,0,Basic,1,Monitor engagement,P4 - Monitor
3723,0.17981322,Healthy,12,7,0,7,1,Free,0,Monitor engagement,P4 - Monitor
819,0.17933671,Healthy,9,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
765,0.17921288,Healthy,8,6,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
3641,0.17854963,Healthy,16,7,0,5,0,Free,0,Monitor engagement,P4 - Monitor
3563,0.17854197,Healthy,10,7,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
1221,0.17781003,Healthy,17,8,299,1,0,Basic,1,Monitor engagement,P4 - Monitor
4771,0.17520736,Healthy,18,6,499,2,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3895,0.17513002,Healthy,13,6,0,7,0,Free,0,Monitor engagement,P4 - Monitor
3798,0.1740385,Healthy,18,3,0,3,1,Free,0,Monitor engagement,P4 - Monitor
4891,0.1739501,Healthy,16,6,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3596,0.17376432,Healthy,9,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3667,0.17285706,Healthy,20,12,0,3,0,Free,0,Monitor engagement,P4 - Monitor
2091,0.1719776,Healthy,15,3,0,2,0,Free,1,Monitor engagement,P4 - Monitor
3556,0.17155407,Healthy,11,8,0,7,0,Free,0,Monitor engagement,P4 - Monitor
3187,0.17110847,Healthy,9,6,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4205,0.17050534,Healthy,10,3,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
2202,0.17033565,Healthy,15,8,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1513,0.17032412,Healthy,8,9,0,3,0,Free,1,Monitor engagement,P4 - Monitor
102,0.16966608,Healthy,10,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
789,0.16958533,Healthy,15,7,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3283,0.16955417,Healthy,36,2,299,8,1,Basic,0,Monitor engagement,P4 - Monitor
3777,0.16942938,Healthy,18,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
535,0.16932802,Healthy,14,4,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2188,0.16861121,Healthy,8,9,0,5,0,Free,0,Monitor engagement,P4 - Monitor
2714,0.16858773,Healthy,17,5,299,3,0,Basic,1,Monitor engagement,P4 - Monitor
3443,0.16849513,Healthy,6,8,499,1,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
1319,0.16848111,Healthy,17,9,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4978,0.16809288,Healthy,18,4,499,8,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
590,0.16690448,Healthy,25,7,499,3,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4038,0.16617857,Healthy,8,6,0,5,1,Free,0,Monitor engagement,P4 - Monitor
4609,0.16605312,Healthy,6,9,0,3,0,Free,0,Monitor engagement,P4 - Monitor
645,0.16552067,Healthy,13,9,0,3,0,Free,1,Monitor engagement,P4 - Monitor
3966,0.16502503,Healthy,18,6,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1334,0.16467433,Healthy,7,9,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3625,0.16439949,Healthy,16,4,0,4,0,Free,0,Monitor engagement,P4 - Monitor
149,0.16370928,Healthy,20,13,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4726,0.16345169,Healthy,25,0,299,4,2,Basic,0,Monitor engagement,P4 - Monitor
2046,0.16339491,Healthy,6,8,0,2,1,Free,0,Monitor engagement,P4 - Monitor
4451,0.16300792,Healthy,14,5,499,3,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
221,0.16300267,Healthy,32,7,0,5,0,Free,0,Monitor engagement,P4 - Monitor
4512,0.16139977,Healthy,8,9,0,2,1,Free,0,Monitor engagement,P4 - Monitor
3762,0.160524,Healthy,12,3,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
3493,0.1599266,Healthy,20,13,0,4,0,Free,0,Monitor engagement,P4 - Monitor
1739,0.15826297,Healthy,15,4,499,2,3,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
1774,0.15736923,Healthy,16,7,0,3,0,Free,0,Monitor engagement,P4 - Monitor
2982,0.15659775,Healthy,12,8,299,5,0,Basic,1,Monitor engagement,P4 - Monitor
1380,0.15583849,Healthy,11,6,0,2,0,Free,1,Monitor engagement,P4 - Monitor
2767,0.15496702,Healthy,32,3,0,7,0,Free,0,Monitor engagement,P4 - Monitor
3009,0.15401593,Healthy,8,14,0,6,0,Free,1,Monitor engagement,P4 - Monitor
4797,0.15355305,Healthy,6,7,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4716,0.15342458,Healthy,15,8,0,3,1,Free,0,Monitor engagement,P4 - Monitor
1053,0.15330115,Healthy,6,9,0,6,0,Free,1,Monitor engagement,P4 - Monitor
171,0.15249304,Healthy,8,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1611,0.15244965,Healthy,12,6,0,1,0,Free,0,Monitor engagement,P4 - Monitor
871,0.15196095,Healthy,19,6,0,1,0,Free,1,Monitor engagement,P4 - Monitor
4392,0.15140863,Healthy,19,3,499,7,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
2392,0.14953814,Healthy,10,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3835,0.14869535,Healthy,11,5,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
1465,0.14728029,Healthy,20,10,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1681,0.14717415,Healthy,12,9,0,1,0,Free,0,Monitor engagement,P4 - Monitor
581,0.1469914,Healthy,15,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
985,0.14615335,Healthy,16,8,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3108,0.14591865,Healthy,10,8,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3851,0.14416912,Healthy,6,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1428,0.1438143,Healthy,20,14,0,6,0,Free,0,Monitor engagement,P4 - Monitor
1683,0.14125307,Healthy,16,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
2158,0.14077884,Healthy,6,9,0,8,0,Free,0,Monitor engagement,P4 - Monitor
441,0.13969964,Healthy,20,8,499,1,3,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
668,0.13940829,Healthy,18,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3643,0.1389594,Healthy,8,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
2068,0.13629317,Healthy,11,8,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4198,0.1360871,Healthy,8,4,0,1,1,Free,0,Monitor engagement,P4 - Monitor
4770,0.13488609,Healthy,11,6,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3142,0.13386904,Healthy,11,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4475,0.13259783,Healthy,19,8,0,1,1,Free,0,Monitor engagement,P4 - Monitor
1398,0.13256785,Healthy,20,11,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
891,0.13248795,Healthy,11,4,0,2,0,Free,0,Monitor engagement,P4 - Monitor
2540,0.13226916,Healthy,20,7,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1157,0.13218951,Healthy,13,8,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1400,0.13117906,Healthy,15,4,0,6,0,Free,0,Monitor engagement,P4 - Monitor
1833,0.13092738,Healthy,12,5,0,3,1,Free,1,Monitor engagement,P4 - Monitor
1632,0.13066503,Healthy,13,4,0,4,0,Free,0,Monitor engagement,P4 - Monitor
912,0.13066503,Healthy,13,4,0,4,0,Free,1,Monitor engagement,P4 - Monitor
3718,0.13066188,Healthy,7,8,0,4,0,Free,1,Monitor engagement,P4 - Monitor
259,0.12935437,Healthy,13,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4430,0.12915964,Healthy,32,4,0,5,1,Free,0,Monitor engagement,P4 - Monitor
1118,0.12887757,Healthy,6,3,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3487,0.12886077,Healthy,39,1,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4044,0.12821783,Healthy,19,6,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1292,0.12763909,Healthy,30,7,499,4,2,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
953,0.12682754,Healthy,20,11,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3351,0.12621303,Healthy,11,6,0,6,0,Free,0,Monitor engagement,P4 - Monitor
2828,0.12611924,Healthy,17,3,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1036,0.12549432,Healthy,31,6,0,5,0,Free,0,Monitor engagement,P4 - Monitor
4758,0.12549432,Healthy,31,6,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1832,0.12540568,Healthy,13,5,0,2,0,Free,1,Monitor engagement,P4 - Monitor
2506,0.1250038,Healthy,8,5,0,6,0,Free,0,Monitor engagement,P4 - Monitor
2820,0.12488787,Healthy,20,13,499,5,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
1963,0.124338865,Healthy,11,4,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4106,0.1236228,Healthy,31,6,0,5,1,Free,1,Monitor engagement,P4 - Monitor
2529,0.12319825,Healthy,17,4,499,5,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
1473,0.12317515,Healthy,20,8,499,4,1,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
1156,0.12202462,Healthy,33,1,0,6,0,Free,0,Monitor engagement,P4 - Monitor
4188,0.12081271,Healthy,20,4,0,5,0,Free,0,Monitor engagement,P4 - Monitor
347,0.12052301,Healthy,18,5,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1954,0.120131545,Healthy,13,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
389,0.11798969,Healthy,11,5,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4233,0.11660183,Healthy,12,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3129,0.1164108,Healthy,13,4,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1066,0.11570033,Healthy,10,3,0,1,1,Free,0,Monitor engagement,P4 - Monitor
13,0.1153589,Healthy,11,5,0,6,0,Free,0,Monitor engagement,P4 - Monitor
553,0.11522856,Healthy,11,8,0,6,0,Free,1,Monitor engagement,P4 - Monitor
4542,0.11495434,Healthy,33,6,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3115,0.11476703,Healthy,24,0,299,7,1,Basic,0,Monitor engagement,P4 - Monitor
4376,0.11475875,Healthy,12,6,0,6,1,Free,1,Monitor engagement,P4 - Monitor
1985,0.11474301,Healthy,11,3,499,1,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
2020,0.11445394,Healthy,16,11,0,3,3,Free,0,Monitor engagement,P4 - Monitor
18,0.11242805,Healthy,30,7,0,7,0,Free,0,Monitor engagement,P4 - Monitor
3395,0.112246685,Healthy,19,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
2323,0.112036355,Healthy,14,4,499,6,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2558,0.11164872,Healthy,20,8,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
2359,0.11059019,Healthy,18,4,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
852,0.10976787,Healthy,12,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
2620,0.10964275,Healthy,17,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1876,0.108699374,Healthy,30,1,0,7,0,Free,0,Monitor engagement,P4 - Monitor
963,0.10854079,Healthy,20,6,499,5,1,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
4288,0.108257525,Healthy,12,8,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4072,0.107893206,Healthy,20,4,0,1,2,Free,0,Monitor engagement,P4 - Monitor
233,0.10774359,Healthy,20,3,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
3604,0.10738276,Healthy,31,1,299,3,1,Basic,0,Monitor engagement,P4 - Monitor
902,0.1071932,Healthy,17,7,0,1,1,Free,0,Monitor engagement,P4 - Monitor
2622,0.10698196,Healthy,25,7,0,7,0,Free,0,Monitor engagement,P4 - Monitor
4895,0.106854334,Healthy,12,4,299,4,3,Basic,0,Monitor engagement,P4 - Monitor
1717,0.10670089,Healthy,32,5,0,6,0,Free,1,Monitor engagement,P4 - Monitor
467,0.106460534,Healthy,24,7,0,7,0,Free,0,Monitor engagement,P4 - Monitor
328,0.10576903,Healthy,20,6,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
1491,0.10576903,Healthy,20,6,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
4882,0.10521516,Healthy,25,7,0,5,0,Free,0,Monitor engagement,P4 - Monitor
797,0.10476781,Healthy,8,3,499,6,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
4789,0.10424538,Healthy,37,4,499,1,1,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
1826,0.10392281,Healthy,25,6,0,5,0,Free,0,Monitor engagement,P4 - Monitor
2479,0.10376947,Healthy,12,3,0,1,1,Free,0,Monitor engagement,P4 - Monitor
1230,0.10303498,Healthy,30,5,0,5,1,Free,0,Monitor engagement,P4 - Monitor
3755,0.10260296,Healthy,32,6,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3091,0.10142932,Healthy,31,1,0,4,0,Free,0,Monitor engagement,P4 - Monitor
4671,0.10127746,Healthy,31,6,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2273,0.10080999,Healthy,33,7,0,8,2,Free,0,Monitor engagement,P4 - Monitor
73,0.10010272,Healthy,19,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4238,0.10010272,Healthy,19,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1364,0.10000386,Healthy,21,2,0,5,0,Free,0,Monitor engagement,P4 - Monitor
3982,0.09979098,Healthy,25,6,499,3,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3366,0.09760285,Healthy,30,5,0,5,0,Free,0,Monitor engagement,P4 - Monitor
2414,0.09760285,Healthy,30,5,0,5,0,Free,0,Monitor engagement,P4 - Monitor
2351,0.09696619,Healthy,33,5,0,7,0,Free,0,Monitor engagement,P4 - Monitor
2303,0.09663852,Healthy,19,4,0,3,0,Free,1,Monitor engagement,P4 - Monitor
1572,0.096282154,Healthy,25,7,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3311,0.09604967,Healthy,20,3,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3302,0.09586267,Healthy,25,0,0,4,0,Free,0,Monitor engagement,P4 - Monitor
646,0.0957829,Healthy,12,3,0,2,2,Free,0,Monitor engagement,P4 - Monitor
3520,0.09378966,Healthy,36,2,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
39,0.093733095,Healthy,37,0,0,5,0,Free,0,Monitor engagement,P4 - Monitor
841,0.092652634,Healthy,25,2,0,6,0,Free,0,Monitor engagement,P4 - Monitor
3813,0.092110425,Healthy,20,9,0,2,0,Free,0,Monitor engagement,P4 - Monitor
784,0.09110403,Healthy,31,0,0,3,1,Free,0,Monitor engagement,P4 - Monitor
3007,0.08937381,Healthy,37,2,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1200,0.08930055,Healthy,38,7,499,3,2,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2533,0.0891689,Healthy,26,6,0,1,2,Free,0,Monitor engagement,P4 - Monitor
1778,0.088309154,Healthy,33,0,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
3353,0.08793597,Healthy,19,3,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1635,0.08634292,Healthy,16,8,299,2,3,Basic,0,Monitor engagement,P4 - Monitor
1744,0.08611558,Healthy,39,0,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1558,0.08599673,Healthy,28,4,0,5,1,Free,0,Monitor engagement,P4 - Monitor
4059,0.08527876,Healthy,27,0,0,4,2,Free,0,Monitor engagement,P4 - Monitor
4162,0.08486747,Healthy,27,5,0,4,2,Free,1,Monitor engagement,P4 - Monitor
2851,0.0844806,Healthy,20,5,0,4,0,Free,0,Monitor engagement,P4 - Monitor
5,0.08408717,Healthy,36,5,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
3051,0.08255705,Healthy,36,6,299,4,1,Basic,0,Monitor engagement,P4 - Monitor
2183,0.08207922,Healthy,40,0,0,4,0,Free,0,Monitor engagement,P4 - Monitor
4094,0.081657566,Healthy,25,1,0,3,1,Free,0,Monitor engagement,P4 - Monitor
305,0.081052706,Healthy,32,6,0,8,1,Free,0,Monitor engagement,P4 - Monitor
4660,0.08089217,Healthy,30,7,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4139,0.08066062,Healthy,29,7,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2446,0.079655446,Healthy,27,3,0,7,0,Free,0,Monitor engagement,P4 - Monitor
249,0.079523966,Healthy,26,1,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1434,0.07941149,Healthy,39,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
415,0.07897233,Healthy,30,2,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
2096,0.07882765,Healthy,32,5,0,4,0,Free,0,Monitor engagement,P4 - Monitor
1869,0.078754276,Healthy,39,3,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3442,0.07806047,Healthy,34,0,0,6,2,Free,0,Monitor engagement,P4 - Monitor
4272,0.07780573,Healthy,40,1,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3880,0.07749456,Healthy,33,5,499,7,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2871,0.077157326,Healthy,37,5,0,5,1,Free,0,Monitor engagement,P4 - Monitor
2217,0.07626259,Healthy,20,4,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
1225,0.07609779,Healthy,6,8,0,8,0,Free,0,Monitor engagement,P4 - Monitor
133,0.07599089,Healthy,34,2,0,7,2,Free,0,Monitor engagement,P4 - Monitor
924,0.07597397,Healthy,21,7,0,5,0,Free,0,Monitor engagement,P4 - Monitor
2213,0.07494204,Healthy,26,3,0,7,0,Free,0,Monitor engagement,P4 - Monitor
1904,0.07441881,Healthy,31,1,0,2,1,Free,0,Monitor engagement,P4 - Monitor
3846,0.074064046,Healthy,39,5,0,7,2,Free,0,Monitor engagement,P4 - Monitor
3476,0.07392119,Healthy,24,7,0,6,0,Free,0,Monitor engagement,P4 - Monitor
2753,0.07303463,Healthy,28,7,299,3,1,Basic,0,Monitor engagement,P4 - Monitor
2084,0.072878525,Healthy,22,0,0,7,0,Free,0,Monitor engagement,P4 - Monitor
3400,0.07276422,Healthy,25,2,0,4,0,Free,0,Monitor engagement,P4 - Monitor
2189,0.07269427,Healthy,32,6,0,1,0,Free,1,Monitor engagement,P4 - Monitor
4633,0.07262256,Healthy,24,1,0,2,1,Free,0,Monitor engagement,P4 - Monitor
4776,0.07169361,Healthy,21,0,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
4337,0.07131591,Healthy,25,5,0,6,1,Free,0,Monitor engagement,P4 - Monitor
4940,0.07021772,Healthy,37,1,0,4,0,Free,0,Monitor engagement,P4 - Monitor
528,0.06973274,Healthy,37,4,299,2,1,Basic,0,Monitor engagement,P4 - Monitor
103,0.06942485,Healthy,31,3,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
2669,0.069137596,Healthy,29,1,0,7,0,Free,0,Monitor engagement,P4 - Monitor
4709,0.068704545,Healthy,33,1,0,4,1,Free,0,Monitor engagement,P4 - Monitor
2612,0.068111405,Healthy,37,4,299,4,2,Basic,0,Monitor engagement,P4 - Monitor
3388,0.06748883,Healthy,28,7,0,6,0,Free,0,Monitor engagement,P4 - Monitor
4746,0.06748649,Healthy,25,1,0,4,0,Free,0,Monitor engagement,P4 - Monitor
4061,0.06741687,Healthy,24,1,0,1,1,Free,0,Monitor engagement,P4 - Monitor
1658,0.067055635,Healthy,25,7,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
696,0.06660308,Healthy,34,7,499,6,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4223,0.06651306,Healthy,29,3,0,6,0,Free,0,Monitor engagement,P4 - Monitor
4795,0.06630375,Healthy,31,7,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3894,0.06620598,Healthy,26,7,299,1,1,Basic,0,Monitor engagement,P4 - Monitor
4752,0.06558241,Healthy,32,3,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
4790,0.06545729,Healthy,24,1,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3515,0.06528639,Healthy,25,7,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
4305,0.065070346,Healthy,39,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4619,0.065070346,Healthy,39,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
606,0.06475621,Healthy,33,1,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1840,0.06466019,Healthy,31,3,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
973,0.064658836,Healthy,40,2,0,4,0,Free,0,Monitor engagement,P4 - Monitor
2042,0.06459453,Healthy,27,6,0,8,0,Free,0,Monitor engagement,P4 - Monitor
1773,0.06404941,Healthy,25,6,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
1817,0.06377968,Healthy,35,3,0,8,0,Free,0,Monitor engagement,P4 - Monitor
