user_id,risk_segment,churn_probability,recommended_action,priority,monthly_spend,plan_type,session_count,last_login_days,actual_churn,intervention_status,intervention_date,response_status,retained_after_intervention
3789,Moderate,0.2974417,Product education campaign,P3 - Medium,299,Basic,17,10,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1949,Moderate,0.29725817,Product education campaign,P3 - Medium,499,Premium,15,8,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2523,Moderate,0.29529497,Feature discovery campaign,P3 - Medium,499,Premium,16,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1187,Moderate,0.29474446,Product education campaign,P3 - Medium,499,Premium,12,12,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1775,Moderate,0.29309785,Product education campaign,P3 - Medium,499,Premium,16,12,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2653,Moderate,0.2921555,Product education campaign,P3 - Medium,0,Free,19,10,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2,Moderate,0.29188013,Feature discovery campaign,P3 - Medium,299,Basic,9,15,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4407,Moderate,0.29084504,Feature discovery campaign,P3 - Medium,299,Basic,11,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4800,Moderate,0.29081157,Product education campaign,P3 - Medium,299,Basic,18,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4297,Moderate,0.28969452,Product education campaign,P3 - Medium,499,Premium,11,11,1,Simulated - Pending,2026-09-07,Not Yet Measured,
3430,Moderate,0.28934938,Product education campaign,P3 - Medium,499,Premium,16,13,1,Simulated - Pending,2026-09-07,Not Yet Measured,
3439,Moderate,0.2884855,Product education campaign,P3 - Medium,0,Free,8,10,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1737,Moderate,0.28816855,Feature discovery campaign,P3 - Medium,0,Free,10,15,1,Simulated - Pending,2026-09-07,Not Yet Measured,
4883,Moderate,0.2880229,Product education campaign,P3 - Medium,499,Premium,16,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1615,Moderate,0.28785774,Feature discovery campaign,P3 - Medium,299,Basic,13,14,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1496,Moderate,0.28785607,Product education campaign,P3 - Medium,0,Free,18,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3626,Moderate,0.28749368,Feature discovery campaign,P3 - Medium,499,Premium,3,18,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3669,Moderate,0.28668177,Feature discovery campaign,P3 - Medium,299,Basic,18,15,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1137,Moderate,0.2864472,Product education campaign,P3 - Medium,0,Free,18,13,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1061,Moderate,0.28612056,Feature discovery campaign,P3 - Medium,0,Free,10,14,1,Simulated - Pending,2026-09-07,Not Yet Measured,
4806,Moderate,0.28550923,Product education campaign,P3 - Medium,0,Free,18,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2813,Moderate,0.28367075,Feature discovery campaign,P3 - Medium,499,Premium,13,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2806,Moderate,0.28357133,Feature discovery campaign,P3 - Medium,299,Basic,4,19,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4426,Moderate,0.28080148,Product education campaign,P3 - Medium,0,Free,17,10,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1318,Moderate,0.27553242,Product education campaign,P3 - Medium,299,Basic,9,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4020,Moderate,0.27411038,Product education campaign,P3 - Medium,299,Basic,20,11,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1848,Moderate,0.27067,Feature discovery campaign,P3 - Medium,499,Premium,6,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2864,Moderate,0.26977217,Feature discovery campaign,P3 - Medium,299,Basic,11,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3258,Moderate,0.26817736,Product education campaign,P3 - Medium,299,Basic,7,5,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1158,Moderate,0.26798233,Product education campaign,P3 - Medium,0,Free,17,10,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3651,Moderate,0.26588756,Product education campaign,P3 - Medium,299,Basic,8,4,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1229,Moderate,0.26545694,Product education campaign,P3 - Medium,299,Basic,9,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1853,Moderate,0.26388022,Product education campaign,P3 - Medium,299,Basic,20,10,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1927,Moderate,0.26378095,Feature discovery campaign,P3 - Medium,0,Free,11,14,1,Simulated - Pending,2026-09-07,Not Yet Measured,
4125,Moderate,0.26102793,Product education campaign,P3 - Medium,299,Basic,7,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
939,Moderate,0.26100245,Product education campaign,P3 - Medium,299,Basic,19,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2149,Moderate,0.26034623,Product education campaign,P3 - Medium,299,Basic,7,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2063,Moderate,0.26013082,Feature discovery campaign,P3 - Medium,0,Free,16,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2709,Moderate,0.25990552,Feature discovery campaign,P3 - Medium,0,Free,17,15,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2004,Moderate,0.2597691,Product education campaign,P3 - Medium,299,Basic,17,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2455,Moderate,0.25676876,Feature discovery campaign,P3 - Medium,499,Premium,13,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
119,Moderate,0.25236806,Product education campaign,P3 - Medium,299,Basic,18,8,0,Simulated - Pending,2026-09-07,Not Yet Measured,
463,Moderate,0.25170097,Feature discovery campaign,P3 - Medium,0,Free,8,15,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3346,Moderate,0.25134572,Product education campaign,P3 - Medium,0,Free,6,4,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1733,Moderate,0.2504748,Product education campaign,P3 - Medium,0,Free,8,13,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4855,Moderate,0.25030676,Product education campaign,P3 - Medium,499,Premium,7,11,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3046,Moderate,0.25019845,Product education campaign,P3 - Medium,299,Basic,19,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2360,Moderate,0.24969687,Product education campaign,P3 - Medium,0,Free,20,13,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2013,Moderate,0.24935922,Product education campaign,P3 - Medium,299,Basic,19,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3745,Moderate,0.24839255,Product education campaign,P3 - Medium,299,Basic,9,4,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4602,Moderate,0.24573176,Feature discovery campaign,P3 - Medium,0,Free,14,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4089,Moderate,0.24419829,Product education campaign,P3 - Medium,299,Basic,7,5,0,Simulated - Pending,2026-09-07,Not Yet Measured,
109,Moderate,0.24418089,Product education campaign,P3 - Medium,299,Basic,17,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
138,Moderate,0.24410324,Product education campaign,P3 - Medium,0,Free,19,10,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1822,Moderate,0.24311553,Product education campaign,P3 - Medium,499,Premium,13,10,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3754,Moderate,0.24196497,Product education campaign,P3 - Medium,299,Basic,18,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4266,Moderate,0.2401428,Feature discovery campaign,P3 - Medium,0,Free,8,15,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2781,Moderate,0.24005583,Product education campaign,P3 - Medium,299,Basic,8,5,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1264,Moderate,0.23879422,Product education campaign,P3 - Medium,0,Free,17,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4457,Moderate,0.23775303,Feature discovery campaign,P3 - Medium,0,Free,13,15,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3269,Moderate,0.23655848,Product education campaign,P3 - Medium,299,Basic,9,7,1,Simulated - Pending,2026-09-07,Not Yet Measured,
3585,Moderate,0.23408282,Product education campaign,P3 - Medium,299,Basic,13,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
79,Moderate,0.23395228,Product education campaign,P3 - Medium,299,Basic,9,9,1,Simulated - Pending,2026-09-07,Not Yet Measured,
2411,Moderate,0.23321025,Feature discovery campaign,P3 - Medium,299,Basic,17,14,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1939,Moderate,0.23255596,Product education campaign,P3 - Medium,0,Free,15,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4157,Moderate,0.23226775,Product education campaign,P3 - Medium,499,Premium,6,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2199,Moderate,0.23186417,Feature discovery campaign,P3 - Medium,299,Basic,7,15,1,Simulated - Pending,2026-09-07,Not Yet Measured,
4785,Moderate,0.2317745,Product education campaign,P3 - Medium,299,Basic,14,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3037,Moderate,0.23172134,Product education campaign,P3 - Medium,299,Basic,9,4,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1707,Moderate,0.23123382,Product education campaign,P3 - Medium,299,Basic,12,11,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4259,Moderate,0.23101255,Product education campaign,P3 - Medium,499,Premium,19,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3740,Moderate,0.23079765,Feature discovery campaign,P3 - Medium,0,Free,7,15,1,Simulated - Pending,2026-09-07,Not Yet Measured,
4074,Moderate,0.23062982,Product education campaign,P3 - Medium,0,Free,18,5,1,Simulated - Pending,2026-09-07,Not Yet Measured,
2596,Moderate,0.23057099,Feature discovery campaign,P3 - Medium,0,Free,18,14,1,Simulated - Pending,2026-09-07,Not Yet Measured,
3409,Moderate,0.23039307,Product education campaign,P3 - Medium,0,Free,32,1,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2945,Moderate,0.23035248,Product education campaign,P3 - Medium,499,Premium,17,11,1,Simulated - Pending,2026-09-07,Not Yet Measured,
4601,Moderate,0.22968948,Product education campaign,P3 - Medium,299,Basic,19,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3086,Moderate,0.22963643,Product education campaign,P3 - Medium,0,Free,16,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4436,Moderate,0.22953027,Product education campaign,P3 - Medium,0,Free,17,11,1,Simulated - Pending,2026-09-07,Not Yet Measured,
3350,Moderate,0.2293757,Product education campaign,P3 - Medium,0,Free,19,13,0,Simulated - Pending,2026-09-07,Not Yet Measured,
317,Moderate,0.2293757,Product education campaign,P3 - Medium,0,Free,19,13,1,Simulated - Pending,2026-09-07,Not Yet Measured,
837,Moderate,0.22887984,Product education campaign,P3 - Medium,299,Basic,15,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3472,Moderate,0.22887984,Product education campaign,P3 - Medium,299,Basic,15,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2008,Moderate,0.22856598,Product education campaign,P3 - Medium,499,Premium,15,4,0,Simulated - Pending,2026-09-07,Not Yet Measured,
442,Moderate,0.22848019,Product education campaign,P3 - Medium,299,Basic,18,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3362,Moderate,0.22848019,Product education campaign,P3 - Medium,299,Basic,18,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4764,Moderate,0.22818172,Feature discovery campaign,P3 - Medium,299,Basic,8,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3053,Moderate,0.2274243,Product education campaign,P3 - Medium,499,Premium,15,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3584,Moderate,0.22733587,Product education campaign,P3 - Medium,0,Free,17,13,1,Simulated - Pending,2026-09-07,Not Yet Measured,
3665,Moderate,0.22616825,Product education campaign,P3 - Medium,0,Free,17,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
618,Moderate,0.22614351,Product education campaign,P3 - Medium,299,Basic,15,8,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4727,Moderate,0.22581719,Product education campaign,P3 - Medium,0,Free,17,11,0,Simulated - Pending,2026-09-07,Not Yet Measured,
302,Moderate,0.2256967,Product education campaign,P3 - Medium,299,Basic,14,8,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4674,Moderate,0.22554901,Product education campaign,P3 - Medium,299,Basic,14,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1471,Moderate,0.22471069,Product education campaign,P3 - Medium,0,Free,24,0,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2057,Moderate,0.22398573,Product education campaign,P3 - Medium,0,Free,7,13,1,Simulated - Pending,2026-09-07,Not Yet Measured,
2494,Moderate,0.22258967,Product education campaign,P3 - Medium,499,Premium,14,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3839,Moderate,0.22219406,Product education campaign,P3 - Medium,0,Free,17,11,1,Simulated - Pending,2026-09-07,Not Yet Measured,
367,Moderate,0.22179818,Product education campaign,P3 - Medium,0,Free,16,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
996,Moderate,0.2217239,Product education campaign,P3 - Medium,299,Basic,10,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2837,Moderate,0.2217239,Product education campaign,P3 - Medium,299,Basic,10,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2981,Moderate,0.22168086,Product education campaign,P3 - Medium,299,Basic,17,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2509,Moderate,0.22154976,Product education campaign,P3 - Medium,299,Basic,16,8,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2478,Moderate,0.22063765,Product education campaign,P3 - Medium,499,Premium,17,12,1,Simulated - Pending,2026-09-07,Not Yet Measured,
4283,Moderate,0.21975216,Product education campaign,P3 - Medium,499,Premium,7,8,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4904,Moderate,0.21914655,Feature discovery campaign,P3 - Medium,299,Basic,15,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1418,Moderate,0.2169777,Product education campaign,P3 - Medium,299,Basic,6,5,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4603,Moderate,0.21590552,Product education campaign,P3 - Medium,499,Premium,17,3,1,Simulated - Pending,2026-09-07,Not Yet Measured,
586,Moderate,0.21539503,Product education campaign,P3 - Medium,499,Premium,17,12,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1898,Moderate,0.21536909,Product education campaign,P3 - Medium,299,Basic,10,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3138,Moderate,0.21519218,Product education campaign,P3 - Medium,499,Premium,9,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4880,Moderate,0.21482305,Product education campaign,P3 - Medium,0,Free,24,0,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2572,Moderate,0.21450159,Feature discovery campaign,P3 - Medium,299,Basic,15,14,0,Simulated - Pending,2026-09-07,Not Yet Measured,
279,Moderate,0.21374494,Product education campaign,P3 - Medium,0,Free,31,2,0,Simulated - Pending,2026-09-07,Not Yet Measured,
681,Moderate,0.2125685,Product education campaign,P3 - Medium,299,Basic,7,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2993,Moderate,0.2115704,Product education campaign,P3 - Medium,299,Basic,15,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
780,Moderate,0.20992585,Product education campaign,P3 - Medium,299,Basic,6,4,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3077,Moderate,0.20992096,Product education campaign,P3 - Medium,299,Basic,11,6,1,Simulated - Pending,2026-09-07,Not Yet Measured,
21,Moderate,0.20943367,Product education campaign,P3 - Medium,0,Free,14,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3807,Moderate,0.20929147,Product education campaign,P3 - Medium,499,Premium,8,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1424,Moderate,0.2092799,Product education campaign,P3 - Medium,299,Basic,19,6,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3210,Moderate,0.20909321,Product education campaign,P3 - Medium,0,Free,16,9,1,Simulated - Pending,2026-09-07,Not Yet Measured,
2167,Moderate,0.20909321,Product education campaign,P3 - Medium,0,Free,16,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4114,Moderate,0.20880029,Product education campaign,P3 - Medium,0,Free,15,5,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2518,Moderate,0.20856054,Product education campaign,P3 - Medium,0,Free,36,0,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2118,Moderate,0.20834325,Product education campaign,P3 - Medium,0,Free,15,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3008,Moderate,0.20794049,Product education campaign,P3 - Medium,0,Free,11,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
2314,Moderate,0.20629625,Product education campaign,P3 - Medium,299,Basic,19,8,1,Simulated - Pending,2026-09-07,Not Yet Measured,
52,Moderate,0.2049455,Product education campaign,P3 - Medium,299,Basic,14,5,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3233,Moderate,0.20413902,Product education campaign,P3 - Medium,299,Basic,11,7,0,Simulated - Pending,2026-09-07,Not Yet Measured,
762,Moderate,0.20401411,Product education campaign,P3 - Medium,0,Free,32,2,0,Simulated - Pending,2026-09-07,Not Yet Measured,
1175,Moderate,0.20399271,Product education campaign,P3 - Medium,499,Premium,16,3,0,Simulated - Pending,2026-09-07,Not Yet Measured,
4273,Moderate,0.20312786,Product education campaign,P3 - Medium,299,Basic,18,5,1,Simulated - Pending,2026-09-07,Not Yet Measured,
1482,Moderate,0.20307527,Product education campaign,P3 - Medium,299,Basic,15,5,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3922,Moderate,0.20304032,Feature discovery campaign,P3 - Medium,299,Basic,7,14,1,Simulated - Pending,2026-09-07,Not Yet Measured,
2234,Moderate,0.20296817,Product education campaign,P3 - Medium,299,Basic,11,9,0,Simulated - Pending,2026-09-07,Not Yet Measured,
3524,Moderate,0.20292139,Product education campaign,P3 - Medium,299,Basic,13,8,0,Simulated - Pending,2026-09-07,Not Yet Measured,
